artf_name,BR_4020_SRC,BR_3890_SRC,BR_3844_SRC,BR_4065_SRC,BR_3880_SRC,BR_3987_SRC,BR_4067_SRC,BR_3973_SRC,BR_3898_SRC,BR_3908_SRC,BR_4058_SRC,BR_4018_SRC,BR_4005_SRC,BR_3974_SRC
UC_003_TRG,0.922482827277,0.726245376604867,0.883174846631279,0.7838893665159791,0.7307022438655199,0.8279345696328261,0.8674682376017855,0.8042540562807908,0.847064181971832,0.8777566546668325,0.8008549855907815,0.9045741628163055,0.8924171090344204,0.7640188383645218
UC_007_TRG,0.8785659999686403,0.6934084670864884,0.840926981722766,0.7284086510619596,0.7190999978364621,0.764446373944523,0.8275633544175254,0.7994026339284545,0.7710581303999055,0.8209596026512895,0.74601358669712,0.8452963216715892,0.8281090192667516,0.7153613755393463
UC_010_TRG,0.9065885513272166,0.7517266679935594,0.8846048197208259,0.7967043685919121,0.7559632300251167,0.795260090072027,0.8436179459198483,0.7936979350370912,0.805165568151853,0.8592172292404594,0.7591617209431483,0.8719123364328444,0.8613951052112246,0.7763411183840524
UC_002_TRG,0.9233269970481759,0.746635965548687,0.8618041125171915,0.7619047832697302,0.7460159842511088,0.8092108943961078,0.8834246907584159,0.83253621304041,0.8168108848932667,0.8596624097899405,0.7798606971277928,0.9085342913200566,0.8684355583006373,0.7517304721570742
UC_006_TRG,0.924784672393307,0.7629498176359133,0.8623955825743953,0.7692723834761589,0.7731705528818347,0.8108821707822786,0.8952037613519973,0.8345180572012553,0.8048413442569206,0.854260641262369,0.7641189700766816,0.9050780740122902,0.8543652750704887,0.7638018774368436
UC_004_TRG,0.9152294290978384,0.7254684829300129,0.8625094852029215,0.7512358429652353,0.7390055698361921,0.8106206807369254,0.8741912781322505,0.8228769476250031,0.8179201631918945,0.8571048024537185,0.7787106629515106,0.9030792010450234,0.8717546989463169,0.7495980350660142
UC_005_TRG,0.9175493616391838,0.7403603131191816,0.8533318052493563,0.7506600943659018,0.7534111315663077,0.7972419354455635,0.8906781227656442,0.8310674772574123,0.799584086553391,0.8462796466864185,0.7618308994947514,0.9039762848829477,0.8468172546972744,0.7425223131134504
UC_008_TRG,0.9005516241059788,0.7008590210977217,0.8507983443529373,0.7320318111249187,0.7167198750598549,0.7968961082262824,0.8243167035039473,0.7806265799652964,0.8081255222412396,0.8410488554447428,0.7590584931349755,0.8574446641773126,0.8754494474487212,0.7132933167841764
UC_001_TRG,0.9160196752416297,0.7204950247457529,0.8824724251381525,0.7849075047284017,0.7203653690058428,0.8262690684576756,0.8542451923096755,0.79716525906978,0.8437723182290561,0.8764204534879858,0.8027624693153985,0.8950971238469215,0.8922352448228423,0.7639484937886393
UC_009_TRG,0.8997748696575918,0.7186973975896245,0.8670121486627884,0.7913580297206906,0.727760490809272,0.8060302551084874,0.8273980413100033,0.768677412234722,0.8900766238249161,0.899618551505075,0.766107956572953,0.8739307630076179,0.8580798078745853,0.7553079148957763
