tc_name,BR_1268934_SRC,BR_1463735_SRC,BR_1432520_SRC,BR_1497738_SRC,BR_1463274_SRC,BR_1461828_SRC,BR_1443754_SRC,BR_1443632_SRC,BR_1282551_SRC,BR_1418983_SRC,BR_1291175_SRC,BR_1513270_SRC,BR_1450216_SRC,BR_1436749_SRC,BR_1299787_SRC
TC_165_TRG,0.0,0.0,0.0,2.7794255825992273,2.0847643054346348,1.3898428702897565,6.760116329945962,5.804027219136847,0.0,2.329940359373027,0.0,0.6949214351448783,2.2298137821609343,2.643046031087164,1.3898428702897565
TC_19_TRG,1.3050344664926468,2.4758157602949735,0.35982190979574163,4.366240873688783,2.4758157602949735,2.969890842781035,1.3050344664926468,3.0612064071961367,1.079465729387225,1.89042511339381,6.066759842483309,1.3050344664926468,5.373958860742184,6.109085894790389,3.0612064071961367
TC_152_TRG,0.3523441334428803,0.7046882668857606,5.279736556768959,3.7943800193858053,7.053245346531869,2.249639096440908,0.5326729468899282,3.0215091088039165,10.207500766441072,7.411053393573554,4.152765743788104,1.9845680155389092,5.311386588135371,4.7793755316442486,1.749387637579952
TC_16_TRG,3.1848943530909555,4.962025091676303,6.129946040878803,7.4951344486361355,4.44709942830468,4.44709942830468,8.445811088503184,10.413259710925727,8.875921891452432,4.44709942830468,8.902314415417173,6.712814213454824,7.915590354721089,16.72749960519531,5.965422592046716
TC_160_TRG,2.924829786443963,17.66325822547766,9.912875216191578,11.764136768556199,12.253894510484935,7.383434716325007,8.543548150841252,10.160725260588327,8.603889212398844,9.662272490807897,7.890866950957497,9.324556782130664,11.344588826898757,11.087653537062678,6.4639956592939205
TC_169_TRG,0.0,10.6362540098575,0.0,3.0335528993614176,2.236121437376302,1.4907476249175347,0.7453738124587673,6.365489476768964,2.849642796545267,2.5345051154224305,0.0,2.8326994326804673,4.279769935813668,2.9344819284504107,1.4907476249175347
TC_145_TRG,0.982383099736041,0.8723422021189499,0.0,3.995056282571369,11.689292913634038,2.5872868302198238,7.2108827616564355,2.6739324389172845,2.14562481622024,2.0507227980625413,4.719736926218536,10.595635887773707,1.9092694650359285,4.875776436685143,2.0932029010323236
TC_15_TRG,0.6735573538895636,7.282925489800708,0.3367786769447818,1.7372553031431304,0.6735573538895636,0.6735573538895636,3.757744067418723,1.2214591969739308,1.7484628339891004,0.6735573538895636,3.4026174662768005,3.0843700109222576,3.3712701571730035,4.719993421619718,4.327302544383659
TC_149_TRG,5.5039613273537915,0.7297321890461955,3.3021872260544334,3.5408835627354818,7.044011731938689,2.4371920226317507,0.5468595440804019,2.3133950616426526,1.9383874796213874,1.7665355175622506,4.175929514511724,2.438455696638807,1.7232447248913172,4.259156361307977,9.149703024271222
TC_167_TRG,4.398427605086214,9.364894665458158,2.2055863155382878,3.134627249299811,5.107783907419095,5.150536123398191,13.838421406257478,8.728046840193024,4.861094374776645,9.164993336224924,1.7199506320641715,3.0611794011698485,1.670832613054873,9.51812095419897,5.675823362704823
TC_13_TRG,1.3050344664926468,2.4758157602949735,0.35982190979574163,4.719399323683583,6.414989843361665,3.323049292775835,5.799084930927709,3.590944082188336,1.7991095489787081,2.2435835633886096,5.896844077286851,2.9209013306730127,3.8661138873699175,5.402768994800789,10.804930794788639
TC_14_TRG,2.8273937292009115,11.112611481962972,3.9835078541230673,24.539519846404154,4.5115007105680185,5.423238816235362,18.72551802769498,4.9199102109538835,12.24437837793313,3.917153707801103,8.608143158220612,5.48082122474923,7.8652745367695,11.456133946937731,8.21914162046329
TC_17_TRG,16.458803231021644,6.5624868671446075,6.357801799495464,10.077957278884151,27.183387734058336,12.714892734417969,8.763003023637275,7.3319080506479715,9.208324792157923,3.952600575353653,7.2421879418714505,6.218570570596246,7.110724685695993,50.2846984946683,5.198349868565388
TC_18_TRG,1.4816136914900464,2.828974210289773,0.35982190979574163,3.738631336307609,0.7196438195914833,3.666776432146716,6.613909044701948,1.3050344664926468,4.386420251738199,0.7196438195914833,12.130940832790232,0.7196438195914833,2.9209013306730127,17.53779443521558,2.2502470231895515
