artf_name,BR_4020_SRC,BR_3890_SRC,BR_3844_SRC,BR_4065_SRC,BR_3880_SRC,BR_3987_SRC,BR_4067_SRC,BR_3973_SRC,BR_3898_SRC,BR_3908_SRC,BR_4058_SRC,BR_4018_SRC,BR_4005_SRC,BR_3974_SRC
UC_003_TRG,0.36154083372147516,0.4560638512552836,0.379931085109139,0.6713875358497063,0.46380502418090835,0.5469460215134108,0.3036017181124691,0.4804421854411715,0.10156849987852479,0.15615988953228474,0.1982925671085615,0.3596083436670592,0.24989361133203794,0.4799091220000484
UC_007_TRG,0.4684104848638629,0.5889631490020212,0.4628675086530161,0.30503722354668833,0.3875576693523579,0.548686761982653,0.22853362628907653,0.4520974556427873,0.03418515520921347,0.13042257878313016,0.9416863043327532,0.2275271658585606,0.09147172528141366,0.6897753640356525
UC_010_TRG,0.6906790730886821,0.7279660138318167,0.9967169236170491,0.6883824756526566,0.6268149592921793,0.8245146722160105,0.33542389454743116,0.3959551233143673,0.8887854477706478,0.9355411859909581,0.39016278858358205,0.40932234262551986,0.21318477827045976,0.7343332218223415
UC_002_TRG,0.8979974076194127,0.9106795085477899,0.4443623410211811,0.7395317181485888,0.8051790297198433,0.8266312168036968,0.9299893059431736,0.991674992445206,0.07943499729489954,0.19894124613755662,0.624095293704544,0.940832669313658,0.30751660884383447,0.8803607398489266
UC_006_TRG,0.9117459087327924,0.8793972341159239,0.5318892842343476,0.7111373288751881,0.7696555999754751,0.8045290065857114,0.9475722854283201,0.9173181105378055,0.3281580549926244,0.42728932576265116,0.4194359044218444,0.9778224100577103,0.21878609454847725,0.8055802341236104
UC_004_TRG,0.8149170193982912,0.8487829208641755,0.47371574469688843,0.7879908702973677,0.7640402277396814,0.8124869221319168,0.8336525098194498,0.9239429170407192,0.12700296932229618,0.23523384973379027,0.5067785838098864,0.8656895269973562,0.2887263342139778,0.8232215310838604
UC_005_TRG,0.9211054167204025,0.9030313162570172,0.4781480247709295,0.7392321881045005,0.8061878013781824,0.8208390627329726,0.968391812718475,0.9721293291335826,0.20092826770474848,0.30987047465702344,0.5004076813357543,0.9869364444799906,0.2838967126466203,0.8443767152326342
UC_008_TRG,0.5676731362045409,0.5545198101608052,0.40686368879451285,0.7840255915210902,0.8260284682762323,0.65430537205641,0.36200000344752586,0.4184595086729111,0.14704410684568717,0.1730983467459217,0.2361736292835956,0.317910663120315,0.9758979994410892,0.5859355344923584
UC_001_TRG,0.3474055793312552,0.44838405239743573,0.4375999577917555,0.6810622855880253,0.4629076113704545,0.5595762310022714,0.24235824972279627,0.4287129598529527,0.16665796868739166,0.21561716235166306,0.1983697391215297,0.3018147774583206,0.26864975528011037,0.4813872880271488
UC_009_TRG,0.5656518740784822,0.588119797955945,0.9718007315764793,0.585893143329276,0.5141410430272266,0.7071481438803403,0.1900753414917194,0.21731197031711724,0.9613029823852656,0.9826371123133003,0.24117758834878392,0.2658398845102833,0.17744554322097855,0.5900693933929788
